event_id,ts,customer_id,event_type,src_country,device_id,bytes_out,key_exchange,success
evt_004445,2026-06-30T01:14:00.967700+05:30,cust_0044,login,IN,dev_D3FE22A4,723,RSA-2048,True
evt_004446,2026-06-30T01:14:17.050147+05:30,cust_0208,tls_session,IN,dev_14F4EAED,9804,ECDHE-P256,True
evt_004447,2026-06-30T01:15:53.228703+05:30,cust_0350,tls_session,DE,dev_3C060DB7,12304,ECDHE-P256,True
evt_004448,2026-06-30T01:18:00.717036+05:30,cust_0458,login,IN,dev_A1294BEC,139,ECDH-P384,True
evt_004449,2026-06-30T01:18:14.521269+05:30,cust_0109,login,IN,dev_917FC37F,641,ECDHE-P256,True
evt_004450,2026-06-30T01:44:16.604239+05:30,cust_0298,file_transfer,IN,dev_E9501F88,4672,RSA-2048,True
evt_004451,2026-06-30T01:49:43.671835+05:30,cust_0012,login,IN,dev_34833489,523,ECDHE-P256,True
evt_004452,2026-06-30T01:55:00.466031+05:30,cust_0191,vpn,IN,dev_8B77892C,227,TLS1.0-RSA,True
evt_004453,2026-06-30T01:58:13.100027+05:30,cust_0054,login,IN,dev_9CDA1A2A,548,ECDHE-P256,True
evt_004454,2026-06-30T01:58:24.513746+05:30,cust_0190,vpn,IN,dev_BDDA76C8,447,RSA-2048,True
evt_004455,2026-06-30T02:02:57.168490+05:30,sys_026,tls_session,IN,dev_sys_026,23963,ECDHE-P256,True
evt_004456,2026-06-30T02:03:01.910899+05:30,cust_0125,login,IN,dev_90A832A5,908,TLS1.0-RSA,True
evt_004457,2026-06-30T02:23:21.016376+05:30,sys_002,tls_session,IN,dev_sys_002,59309,ECDH-P384,True
evt_004458,2026-06-30T02:25:10.717952+05:30,cust_0074,login,IN,dev_93CCB491,705,RSA-2048,True
evt_004459,2026-06-30T02:50:38.523814+05:30,cust_0225,tls_session,IN,dev_A85281CC,4726,ECDHE-P256,True
evt_004460,2026-06-30T02:55:06.650515+05:30,cust_0492,tls_session,IN,dev_D23FEDE4,2863,ECDHE-P256,True
evt_004461,2026-06-30T03:01:18.727462+05:30,sys_030,file_transfer,IN,dev_sys_030,50746,ECDHE-P256,True
evt_004462,2026-06-30T03:04:33.659488+05:30,cust_0236,login,IN,dev_6FE80D77,466,RSA-1024,True
evt_004463,2026-06-30T03:07:32.841453+05:30,cust_0192,login,IN,dev_370C191A,681,ECDHE-P256,True
evt_004464,2026-06-30T03:10:58.133008+05:30,cust_0266,file_transfer,IN,dev_37EC0C89,8761,ECDHE-P256,True
evt_004465,2026-06-30T03:16:39.182111+05:30,cust_0370,tls_session,IN,dev_1434C0DB,13614,RSA-2048,True
evt_004466,2026-06-30T03:19:03.567863+05:30,cust_0205,tls_session,IN,dev_595EB129,18928,ECDHE-P256,True
evt_004467,2026-06-30T03:20:54.427796+05:30,cust_0283,tls_session,IN,dev_596FBE77,22184,RSA-2048,True
evt_004468,2026-06-30T03:23:11.042478+05:30,cust_0124,file_transfer,IN,dev_BA52AE08,9666,ECDH-P384,True
evt_004469,2026-06-30T03:26:33.053520+05:30,cust_0404,vpn,IN,dev_8BACD896,142,ECDHE-P256,True
evt_004470,2026-06-30T03:30:20.215104+05:30,cust_0046,tls_session,IN,dev_D199B364,11236,RSA-2048,True
evt_004471,2026-06-30T03:34:43.591481+05:30,cust_0070,login,IN,dev_2CE76B11,737,ECDHE-P256,True
evt_004472,2026-06-30T03:39:02.049721+05:30,cust_0318,tls_session,IN,dev_34DF2C64,14357,ECDHE-P256,True
evt_004473,2026-06-30T03:44:46.421764+05:30,sys_027,file_transfer,IN,dev_sys_027,49156,RSA-2048,True
evt_004474,2026-06-30T03:45:44.683950+05:30,cust_0133,login,RU,dev_58290C15,495,ECDHE-P256,True
evt_004475,2026-06-30T03:46:18.393946+05:30,cust_0424,tls_session,IN,dev_8039A85E,19461,RSA-2048,True
evt_004476,2026-06-30T03:46:26.629728+05:30,cust_0212,login,IN,dev_38458303,284,TLS1.0-RSA,True
evt_004477,2026-06-30T03:51:23.237558+05:30,cust_0051,tls_session,IN,dev_D37DC2C9,8216,ECDHE-P256,True
evt_004478,2026-06-30T04:02:35.469100+05:30,cust_0080,tls_session,IN,dev_5AE36F2E,6818,ML-KEM-768,True
evt_004479,2026-06-30T04:03:24.949654+05:30,cust_0458,tls_session,IN,dev_5E046599,3045,ECDH-P384,True
evt_004480,2026-06-30T04:03:25.517242+05:30,cust_0362,login,IN,dev_284D9A10,360,RSA-2048,True
evt_004481,2026-06-30T04:17:37.425674+05:30,cust_0135,tls_session,IN,dev_471CA40F,8691,RSA-2048,True
evt_004482,2026-06-30T04:21:14.441316+05:30,cust_0050,file_transfer,IN,dev_0E2ADCD9,6168,ECDHE-P256,True
evt_004483,2026-06-30T04:26:26.782602+05:30,cust_0049,login,IN,dev_3BD39F91,510,ECDHE-P256,True
evt_004484,2026-06-30T04:29:50.213952+05:30,cust_0251,tls_session,IN,dev_4794642D,4045,ECDH-P384,True
evt_004485,2026-06-30T04:37:13.631415+05:30,cust_0279,tls_session,IN,dev_E55C12D9,35120,ECDHE-P256,True
evt_004486,2026-06-30T04:39:23.356088+05:30,cust_0306,login,IN,dev_DB944F9A,251,RSA-2048,True
evt_004487,2026-06-30T04:42:36.368943+05:30,cust_0359,tls_session,IN,dev_F64146D8,923,RSA-2048,True
evt_004488,2026-06-30T04:43:21.646990+05:30,sys_026,file_transfer,IN,dev_sys_026,31483,ECDH-P384,True
evt_004489,2026-06-30T04:50:50.972856+05:30,cust_0021,tls_session,NG,dev_D4E518CA,47356,ECDH-P384,True
evt_004490,2026-06-30T05:07:12.357305+05:30,cust_0481,tls_session,IN,dev_555AFD87,4992,RSA-2048,True
evt_004491,2026-06-30T05:15:17.061790+05:30,cust_0085,file_transfer,IN,dev_1266F6A9,26556,ECDHE-P256,True
evt_004492,2026-06-30T05:20:21.987325+05:30,cust_0082,tls_session,IN,dev_009EDC77,18962,ECDHE-P256,True
evt_004493,2026-06-30T05:20:35.408234+05:30,cust_0193,tls_session,IN,dev_7D9C44A2,7104,ECDH-P384,True
evt_004494,2026-06-30T05:21:06.211227+05:30,cust_0019,tls_session,IN,dev_2978AA24,8480,ML-KEM-768,True
evt_004495,2026-06-30T05:24:55.049780+05:30,cust_0083,file_transfer,IN,dev_71CE7614,8765,ECDH-P384,True
evt_004496,2026-06-30T05:26:51.667162+05:30,cust_0415,file_transfer,IN,dev_8FE9765D,30416,RSA-2048,True
evt_004497,2026-06-30T05:35:05.789490+05:30,sys_004,tls_session,IN,dev_sys_004,65155,ECDHE-P256,True
evt_004498,2026-06-30T05:37:26.240637+05:30,cust_0350,file_transfer,IN,dev_29F0D4FF,9022,ECDHE-P256,True
evt_004499,2026-06-30T05:39:28.243156+05:30,cust_0095,login,IN,dev_CA9F7AC8,933,ECDHE-P256,True
evt_004500,2026-06-30T05:49:21.745901+05:30,cust_0320,vpn,IN,dev_23ADE586,777,ECDHE-P256,True
evt_004501,2026-06-30T05:59:35.683052+05:30,sys_024,vpn,IN,dev_sys_024,61029,ECDHE-P256,True
evt_004502,2026-06-30T06:03:43.966354+05:30,cust_0205,login,IN,dev_595EB129,270,ECDHE-P256,True
evt_004503,2026-06-30T06:08:27.068972+05:30,sys_011,tls_session,IN,dev_sys_011,48140,ECDHE-P256,True
evt_004504,2026-06-30T06:28:18.605448+05:30,cust_0179,vpn,IN,dev_F72E9BD8,326,ECDHE-P256,True
evt_004505,2026-06-30T06:34:24.120045+05:30,cust_0010,file_transfer,IN,dev_11A11F51,95153,RSA-1024,True
evt_004506,2026-06-30T06:34:56.822919+05:30,cust_0105,login,IN,dev_FA02EB2C,428,ECDHE-P256,True
evt_004507,2026-06-30T06:41:45.491093+05:30,cust_0090,file_transfer,IN,dev_F812815A,1490,RSA-2048,True
evt_004508,2026-06-30T06:47:48.995275+05:30,sys_024,file_transfer,IN,dev_sys_024,50014,ECDHE-P256,True
evt_004509,2026-06-30T06:51:52.462826+05:30,cust_0177,login,IN,dev_7AA98C8E,158,ECDH-P384,True
evt_004510,2026-06-30T06:53:12.283747+05:30,cust_0293,tls_session,IN,dev_F44EEE4A,13318,ML-KEM-768,True
evt_004511,2026-06-30T06:53:37.778332+05:30,sys_025,file_transfer,IN,dev_sys_025,55051,RSA-2048,True
evt_004512,2026-06-30T07:00:36.488361+05:30,cust_0111,login,IN,dev_C29D7172,371,ECDHE-P256,False
evt_004513,2026-06-30T07:02:05.626234+05:30,cust_0311,file_transfer,IN,dev_5ABFFF8C,11470,RSA-2048,True
evt_004514,2026-06-30T07:20:09.953799+05:30,cust_0194,tls_session,IN,dev_28DA23DD,16027,ECDHE-P256,True
evt_004515,2026-06-30T07:20:32.233760+05:30,cust_0337,tls_session,IN,dev_29E5E3F7,7943,RSA-2048,True
evt_004516,2026-06-30T07:27:13.371148+05:30,cust_0220,vpn,IN,dev_B9951981,391,RSA-2048,True
evt_004517,2026-06-30T07:29:42.773602+05:30,cust_0382,tls_session,IN,dev_5C6B660B,2556,ECDHE-P256,True
evt_004518,2026-06-30T07:33:36.145395+05:30,cust_0197,tls_session,IN,dev_6E0179AF,19140,ECDHE-P256,True
evt_004519,2026-06-30T07:35:52.715443+05:30,cust_0215,tls_session,IN,dev_A752F3EA,9366,ECDHE-P256,True
evt_004520,2026-06-30T07:36:50.995964+05:30,cust_0157,file_transfer,IN,dev_74C949B0,20693,ECDH-P384,True
evt_004521,2026-06-30T07:40:40.101602+05:30,sys_011,file_transfer,IN,dev_sys_011,43807,ML-KEM-768,True
evt_004522,2026-06-30T07:52:41.337940+05:30,cust_0260,file_transfer,IN,dev_F36AFA59,29055,RSA-2048,True
evt_004523,2026-06-30T07:53:59.068529+05:30,sys_009,file_transfer,IN,dev_sys_009,56505,ECDHE-P256,True
evt_004524,2026-06-30T08:03:54.604993+05:30,sys_015,file_transfer,IN,dev_sys_015,66367,RSA-1024,True
evt_004525,2026-06-30T08:04:36.200296+05:30,cust_0156,login,IN,dev_0212B399,287,ML-KEM-768,True
evt_004526,2026-06-30T08:04:42.894943+05:30,cust_0325,file_transfer,IN,dev_C7070397,17922,TLS1.0-RSA,True
evt_004527,2026-06-30T08:06:55.594017+05:30,cust_0085,login,IN,dev_0663F76C,434,ECDH-P384,True
evt_004528,2026-06-30T08:13:27.886340+05:30,sys_013,file_transfer,IN,dev_sys_013,79679,ECDHE-P256,True
evt_004529,2026-06-30T08:24:21.220814+05:30,cust_0370,file_transfer,NG,dev_132F504B,2734,RSA-2048,True
evt_004530,2026-06-30T08:26:40.608841+05:30,cust_0475,tls_session,GB,dev_408BCF5B,14736,ECDHE-P256,True
evt_004531,2026-06-30T08:34:50.911611+05:30,cust_0329,login,IN,dev_CF2A4F64,229,TLS1.0-RSA,True
evt_004532,2026-06-30T08:41:30.371594+05:30,sys_018,tls_session,IN,dev_sys_018,20471,ECDHE-P256,True
evt_004533,2026-06-30T08:51:58.157508+05:30,cust_0464,login,IN,dev_BE7E12AB,167,ECDHE-P256,True
evt_004534,2026-06-30T08:53:11.421491+05:30,cust_0401,tls_session,IN,dev_AE40FDA0,12531,ECDH-P384,True
evt_004535,2026-06-30T08:56:27.676071+05:30,sys_005,file_transfer,IN,dev_sys_005,26866,ECDHE-P256,True
evt_004536,2026-06-30T09:04:30.774384+05:30,cust_0359,tls_session,IN,dev_786C2343,13985,ECDHE-P256,True
evt_004537,2026-06-30T09:04:51.676762+05:30,cust_0249,tls_session,IN,dev_A98B3B40,3305,ECDHE-P256,True
evt_004538,2026-06-30T09:04:52.044489+05:30,cust_0273,tls_session,IN,dev_1641751F,7599,ECDH-P384,True
evt_004539,2026-06-30T09:05:31.249834+05:30,cust_0404,login,IN,dev_626C38E5,313,ECDH-P384,True
evt_004540,2026-06-30T09:07:06.444457+05:30,cust_0305,file_transfer,IN,dev_D23119CC,18951,ECDH-P384,True
evt_004541,2026-06-30T09:18:15.919882+05:30,cust_0462,vpn,IN,dev_DC240A86,114,TLS1.0-RSA,True
evt_004542,2026-06-30T09:33:23.999936+05:30,sys_031,tls_session,IN,dev_sys_031,24765,ECDHE-P256,True
evt_004543,2026-06-30T09:35:53.230674+05:30,cust_0476,tls_session,IN,dev_74836BFE,11161,RSA-2048,True
evt_004544,2026-06-30T09:45:07.963333+05:30,cust_0220,vpn,IN,dev_1A0FEFAD,506,ML-KEM-768,True
evt_004545,2026-06-30T09:47:11.992646+05:30,cust_0365,vpn,IN,dev_47284003,249,ECDHE-P256,True
evt_004546,2026-06-30T09:50:55.554191+05:30,sys_001,tls_session,IN,dev_sys_001,60146,ECDH-P384,True
evt_004547,2026-06-30T09:52:20.847988+05:30,sys_007,file_transfer,IN,dev_sys_007,64631,ECDHE-P256,True
evt_004548,2026-06-30T09:58:22.421998+05:30,cust_0039,tls_session,IN,dev_7684319E,19567,ECDH-P384,True
evt_004549,2026-06-30T10:03:54.730956+05:30,cust_0027,tls_session,IN,dev_4F309FFE,4116,ECDH-P384,True
evt_004550,2026-06-30T10:07:17.471078+05:30,cust_0164,tls_session,IN,dev_4585AE27,4672,RSA-2048,True
evt_004551,2026-06-30T10:14:40.429236+05:30,cust_0202,tls_session,IN,dev_AE05E6E2,1236,TLS1.0-RSA,True
evt_004552,2026-06-30T10:15:56.516661+05:30,cust_0359,file_transfer,NG,dev_166E32A9,6139,ECDHE-P256,True
evt_004553,2026-06-30T10:20:30.576121+05:30,cust_0077,login,SG,dev_3A9EF4E8,491,TLS1.0-RSA,True
evt_004554,2026-06-30T10:22:01.476082+05:30,cust_0097,login,IN,dev_77EBCE4B,419,TLS1.0-RSA,True
evt_004555,2026-06-30T10:22:40.692942+05:30,sys_014,file_transfer,IN,dev_sys_014,66179,ECDHE-P256,True
evt_004556,2026-06-30T10:27:03.714803+05:30,cust_0435,login,IN,dev_72A5A8E2,334,ECDH-P384,True
evt_004557,2026-06-30T10:34:03.102924+05:30,sys_016,tls_session,IN,dev_sys_016,47551,TLS1.0-RSA,True
evt_004558,2026-06-30T10:34:59.788090+05:30,cust_0472,tls_session,IN,dev_1DFC2D83,4504,ML-KEM-768,True
evt_004559,2026-06-30T10:42:59.324188+05:30,cust_0337,tls_session,IN,dev_76523D05,1414,ECDH-P384,True
evt_004560,2026-06-30T10:48:37.910465+05:30,sys_009,tls_session,IN,dev_sys_009,42564,TLS1.0-RSA,True
evt_004561,2026-06-30T10:50:20.365129+05:30,cust_0298,login,IN,dev_E9501F88,242,ECDHE-P256,True
evt_004562,2026-06-30T10:58:52.073398+05:30,cust_0100,login,IN,dev_7935B4CD,288,RSA-1024,True
evt_004563,2026-06-30T11:09:06.590885+05:30,cust_0075,login,IN,dev_88437717,992,RSA-2048,True
evt_004564,2026-06-30T11:18:19.566863+05:30,cust_0113,login,IN,dev_1D7A7DA8,379,ECDHE-P256,True
evt_004565,2026-06-30T11:26:20.081318+05:30,cust_0259,tls_session,IN,dev_014BB0AC,1700,ECDHE-P256,True
evt_004566,2026-06-30T11:26:45.450678+05:30,cust_0384,tls_session,IN,dev_F3E19D67,3912,ECDHE-P256,True
evt_004567,2026-06-30T11:29:53.842698+05:30,cust_0296,file_transfer,IN,dev_8249D51A,8247,ECDHE-P256,True
evt_004568,2026-06-30T11:32:15.736367+05:30,sys_040,file_transfer,IN,dev_sys_040,60706,ML-KEM-768,True
evt_004569,2026-06-30T12:02:32.073198+05:30,cust_0315,file_transfer,IN,dev_A6DD6EE0,3606,ECDH-P384,True
evt_004570,2026-06-30T12:04:13.296456+05:30,cust_0095,login,IN,dev_CA9F7AC8,218,ECDHE-P256,True
evt_004571,2026-06-30T12:05:09.705260+05:30,cust_0156,file_transfer,IN,dev_CECDA0C3,6883,ECDHE-P256,True
evt_004572,2026-06-30T12:08:11.334107+05:30,cust_0029,tls_session,IN,dev_91799E27,37524,ECDH-P384,True
evt_004573,2026-06-30T12:08:14.859959+05:30,cust_0351,file_transfer,IN,dev_A7399F98,19558,ECDH-P384,True
evt_004574,2026-06-30T12:09:13.837427+05:30,cust_0107,tls_session,IN,dev_C233AB94,9746,RSA-2048,True
evt_004575,2026-06-30T12:20:26.711793+05:30,cust_0310,login,IN,dev_CBAD7169,592,RSA-2048,True
evt_004576,2026-06-30T12:23:40.609255+05:30,cust_0357,tls_session,IN,dev_B8BD7A15,4579,ECDHE-P256,True
evt_004577,2026-06-30T12:33:58.060033+05:30,cust_0225,login,IN,dev_63324C53,306,RSA-2048,False
evt_004578,2026-06-30T12:42:55.144721+05:30,cust_0141,login,IN,dev_013DEC38,258,ECDHE-P256,True
evt_004579,2026-06-30T12:43:44.142036+05:30,cust_0317,login,IN,dev_5351F056,507,ECDHE-P256,True
evt_004580,2026-06-30T12:49:25.929698+05:30,cust_0357,file_transfer,IN,dev_B8BD7A15,18195,ECDHE-P256,True
evt_004581,2026-06-30T12:50:04.925289+05:30,cust_0312,login,IN,dev_1676E7C6,238,ML-KEM-768,True
evt_004582,2026-06-30T12:54:43.019662+05:30,cust_0394,tls_session,IN,dev_C11A02F3,11512,ECDHE-P256,True
evt_004583,2026-06-30T12:59:34.961908+05:30,cust_0266,file_transfer,IN,dev_F784BFB9,10022,ECDHE-P256,True
evt_004584,2026-06-30T12:59:57.230280+05:30,cust_0136,tls_session,RU,dev_F485A27B,21486,ECDHE-P256,True
evt_004585,2026-06-30T13:13:39.212733+05:30,cust_0377,login,IN,dev_2DE81170,276,ECDHE-P256,True
evt_004586,2026-06-30T13:15:14.963772+05:30,cust_0480,login,IN,dev_637699AF,194,RSA-2048,True
evt_004587,2026-06-30T13:23:01.931420+05:30,cust_0396,tls_session,IN,dev_C854E34A,8962,RSA-2048,True
evt_004588,2026-06-30T13:32:35.296274+05:30,cust_0479,file_transfer,IN,dev_08D8F5AF,18441,RSA-2048,True
evt_004589,2026-06-30T13:35:59.980580+05:30,cust_0482,tls_session,IN,dev_689B0ADC,6915,RSA-2048,True
evt_004590,2026-06-30T13:36:43.827683+05:30,cust_0223,tls_session,IN,dev_D09ECA13,5876,TLS1.0-RSA,True
evt_004591,2026-06-30T13:40:46.791784+05:30,cust_0447,tls_session,IN,dev_9BC86243,6236,ECDH-P384,True
evt_004592,2026-06-30T13:43:15.167473+05:30,cust_0354,login,IN,dev_F83DFF4A,518,ECDHE-P256,True
evt_004593,2026-06-30T13:48:09.134958+05:30,cust_0310,login,IN,dev_CBAD7169,301,ECDHE-P256,True
evt_004594,2026-06-30T13:56:26.367190+05:30,cust_0116,tls_session,IN,dev_3435EEAD,16258,RSA-2048,True
evt_004595,2026-06-30T14:03:29.586871+05:30,cust_0239,login,IN,dev_E1BB5264,506,RSA-2048,True
evt_004596,2026-06-30T14:22:54.188291+05:30,cust_0349,login,IN,dev_80444C81,301,ML-KEM-768,True
evt_004597,2026-06-30T14:30:38.413252+05:30,cust_0183,login,IN,dev_716E36FC,558,ECDHE-P256,True
evt_004598,2026-06-30T14:31:03.652296+05:30,cust_0030,tls_session,IN,dev_86D37484,19386,RSA-2048,True
evt_004599,2026-06-30T14:32:52.418396+05:30,cust_0203,file_transfer,IN,dev_45451D99,5387,ECDHE-P256,True
evt_004600,2026-06-30T14:35:41.576498+05:30,cust_0014,login,IN,dev_5D05AD78,1041,TLS1.0-RSA,True
evt_004601,2026-06-30T14:38:35.220153+05:30,cust_0040,tls_session,IN,dev_2C083EB8,2001,RSA-2048,True
evt_004602,2026-06-30T14:57:43.370941+05:30,cust_0203,tls_session,IN,dev_45451D99,2993,ECDHE-P256,True
evt_004603,2026-06-30T15:03:23.476604+05:30,cust_0154,login,IN,dev_F03BE771,399,ML-KEM-768,True
evt_004604,2026-06-30T15:05:19.519987+05:30,sys_003,tls_session,IN,dev_sys_003,37514,ML-KEM-768,True
evt_004605,2026-06-30T15:16:07.017613+05:30,sys_029,tls_session,IN,dev_sys_029,42379,RSA-2048,True
evt_004606,2026-06-30T15:18:13.990221+05:30,sys_038,file_transfer,IN,dev_sys_038,43061,ECDH-P384,True
evt_004607,2026-06-30T15:37:08.680275+05:30,cust_0365,login,IN,dev_AF471830,570,ECDH-P384,True
evt_004608,2026-06-30T15:40:35.776552+05:30,cust_0004,login,IN,dev_C826A6FC,237,RSA-2048,True
evt_004609,2026-06-30T15:50:59.052942+05:30,cust_0380,tls_session,IN,dev_0D885242,10227,ECDHE-P256,True
evt_004610,2026-06-30T16:04:17.162325+05:30,sys_036,file_transfer,IN,dev_sys_036,73166,ECDHE-P256,True
evt_004611,2026-06-30T16:06:38.077189+05:30,cust_0408,vpn,IN,dev_91C4C0EE,416,ECDHE-P256,True
evt_004612,2026-06-30T16:19:09.880252+05:30,cust_0386,login,IN,dev_0402C04E,387,ECDH-P384,True
evt_004613,2026-06-30T16:23:40.314809+05:30,cust_0451,login,IN,dev_F31B0454,571,RSA-2048,True
evt_004614,2026-06-30T16:25:02.011620+05:30,sys_038,vpn,IN,dev_sys_038,28487,RSA-2048,True
evt_004615,2026-06-30T16:34:42.827800+05:30,cust_0054,login,IN,dev_9CDA1A2A,546,ECDHE-P256,True
evt_004616,2026-06-30T16:52:34.600166+05:30,cust_0204,login,IN,dev_E9534608,392,ECDH-P384,True
evt_004617,2026-06-30T16:54:35.622840+05:30,cust_0185,login,IN,dev_7ABE60CB,348,RSA-2048,True
evt_004618,2026-06-30T17:02:48.145559+05:30,cust_0200,tls_session,IN,dev_2F4FB5CF,12333,ECDH-P384,True
evt_004619,2026-06-30T17:29:53.755917+05:30,cust_0083,tls_session,IN,dev_D9815DF1,16859,RSA-2048,True
evt_004620,2026-06-30T17:33:34.262421+05:30,cust_0373,file_transfer,IN,dev_51BD6833,6834,ECDHE-P256,True
evt_004621,2026-06-30T17:46:49.059960+05:30,cust_0276,vpn,IN,dev_2C2C857C,271,ECDH-P384,True
evt_004622,2026-06-30T18:00:00.180853+05:30,cust_0034,login,IN,dev_BACEA67C,1130,RSA-2048,True
evt_004623,2026-06-30T18:03:31.456208+05:30,sys_004,tls_session,IN,dev_sys_004,70098,RSA-1024,True
evt_004624,2026-06-30T18:08:52.860281+05:30,sys_019,vpn,IN,dev_sys_019,44477,ECDHE-P256,True
evt_004625,2026-06-30T18:10:01.476352+05:30,sys_002,tls_session,IN,dev_sys_002,69466,ECDH-P384,True
evt_004626,2026-06-30T18:10:27.124792+05:30,cust_0491,file_transfer,IN,dev_1169BD5D,6744,ECDH-P384,True
evt_004627,2026-06-30T18:18:30.529390+05:30,cust_0331,login,IN,dev_1CD77F1B,387,RSA-2048,True
evt_004628,2026-06-30T18:19:15.260975+05:30,cust_0142,login,IN,dev_23F42238,233,ECDH-P384,True
evt_004629,2026-06-30T18:19:45.802023+05:30,cust_0388,vpn,IN,dev_D2F26DCA,380,ECDH-P384,True
evt_004630,2026-06-30T18:23:54.853059+05:30,cust_0277,tls_session,IN,dev_B6FECF8D,2505,ECDHE-P256,True
evt_004631,2026-06-30T18:24:10.538576+05:30,cust_0323,tls_session,IN,dev_7B7620D0,7662,ECDHE-P256,True
evt_004632,2026-06-30T18:24:57.104962+05:30,cust_0385,login,IN,dev_6C1D4C5C,470,ECDH-P384,True
evt_004633,2026-06-30T18:27:46.841657+05:30,cust_0137,vpn,IN,dev_79DAB89E,412,RSA-2048,True
evt_004634,2026-06-30T18:33:28.148604+05:30,cust_0485,vpn,NG,dev_AF9A2223,374,ECDH-P384,True
evt_004635,2026-06-30T18:35:32.735212+05:30,cust_0309,file_transfer,IN,dev_6058304C,3518,RSA-1024,True
evt_004636,2026-06-30T18:36:27.424545+05:30,cust_0399,tls_session,IN,dev_CD696C58,13382,ECDH-P384,True
evt_004637,2026-06-30T18:37:08.903692+05:30,cust_0383,vpn,IN,dev_DBBDA35E,375,ECDHE-P256,True
evt_004638,2026-06-30T18:57:38.074203+05:30,cust_0419,tls_session,IN,dev_D43E3BB6,5828,RSA-2048,True
evt_004639,2026-06-30T19:04:57.734749+05:30,sys_015,file_transfer,IN,dev_sys_015,61067,RSA-2048,True
evt_004640,2026-06-30T19:05:11.636852+05:30,cust_0098,tls_session,IN,dev_B9AE6FBF,9260,RSA-1024,True
evt_004641,2026-06-30T19:16:07.137045+05:30,cust_0221,login,GB,dev_F51909F2,397,RSA-1024,True
evt_004642,2026-06-30T19:16:51.139493+05:30,cust_0231,tls_session,IN,dev_34A615A2,8881,ECDHE-P256,True
evt_004643,2026-06-30T19:20:23.083807+05:30,sys_015,tls_session,IN,dev_sys_015,78978,RSA-2048,True
evt_004644,2026-06-30T19:32:37.617750+05:30,cust_0012,login,IN,dev_7B95E909,442,ECDHE-P256,True
evt_004645,2026-06-30T19:37:30.183932+05:30,cust_0054,tls_session,IN,dev_B9C429CA,46854,ECDHE-P256,True
evt_004646,2026-06-30T19:40:07.942199+05:30,cust_0199,login,IN,dev_235A40AD,751,RSA-2048,True
evt_004647,2026-06-30T19:42:39.994228+05:30,cust_0052,vpn,IN,dev_4E2FE981,696,ECDH-P384,True
evt_004648,2026-06-30T19:55:37.252841+05:30,cust_0474,login,IN,dev_A9EAE881,671,RSA-2048,True
evt_004649,2026-06-30T20:00:15.929860+05:30,cust_0310,login,IN,dev_CBAD7169,357,ECDHE-P256,True
evt_004650,2026-06-30T20:04:50.273344+05:30,cust_0315,login,IN,dev_A6DD6EE0,226,TLS1.0-RSA,True
evt_004651,2026-06-30T20:08:47.890601+05:30,cust_0236,login,IN,dev_843EED5A,249,ECDH-P384,True
evt_004652,2026-06-30T20:29:13.516177+05:30,cust_0266,tls_session,IN,dev_37EC0C89,1506,RSA-1024,True
evt_004653,2026-06-30T20:33:58.277034+05:30,cust_0075,file_transfer,IN,dev_92BE8F66,9210,RSA-2048,True
evt_004654,2026-06-30T20:34:28.765647+05:30,cust_0350,tls_session,IN,dev_3C060DB7,18878,ECDHE-P256,True
evt_004655,2026-06-30T20:43:31.409473+05:30,cust_0008,file_transfer,IN,dev_CA3766E4,4015,RSA-2048,True
evt_004656,2026-06-30T20:47:29.286114+05:30,cust_0086,file_transfer,IN,dev_BFE3FA6B,11174,RSA-2048,True
evt_004657,2026-06-30T20:50:46.352612+05:30,cust_0337,file_transfer,IN,dev_AC878F34,6654,TLS1.0-RSA,True
evt_004658,2026-06-30T20:56:56.246609+05:30,cust_0075,file_transfer,IN,dev_92BE8F66,16465,ML-KEM-768,True
evt_004659,2026-06-30T21:02:01.802631+05:30,cust_0392,tls_session,IN,dev_0A6EA72C,16576,ECDH-P384,True
evt_004660,2026-06-30T21:02:40.876285+05:30,cust_0260,tls_session,IN,dev_0F0ACCA3,2764,RSA-2048,True
evt_004661,2026-06-30T21:04:47.266408+05:30,cust_0288,login,IN,dev_9AB084CE,541,ECDH-P384,True
evt_004662,2026-06-30T21:13:01.213322+05:30,sys_005,file_transfer,IN,dev_sys_005,28133,ECDHE-P256,True
evt_004663,2026-06-30T21:16:21.239951+05:30,cust_0073,vpn,IN,dev_471360EA,313,ECDHE-P256,True
evt_004664,2026-06-30T21:23:27.266942+05:30,cust_0357,tls_session,IN,dev_DF1D1938,19005,ECDHE-P256,True
evt_004665,2026-06-30T21:24:51.207657+05:30,cust_0002,tls_session,IN,dev_BB81E3C2,35089,ECDH-P384,True
evt_004666,2026-06-30T21:26:12.052937+05:30,cust_0306,file_transfer,IN,dev_02648BDF,3878,ECDHE-P256,True
evt_004667,2026-06-30T21:27:12.413581+05:30,cust_0320,tls_session,IN,dev_8926FD3B,5500,ECDHE-P256,True
evt_004668,2026-06-30T21:34:11.121604+05:30,cust_0393,login,SG,dev_70900E94,268,RSA-2048,True
evt_004669,2026-06-30T21:39:06.598987+05:30,cust_0023,login,IN,dev_73931BDB,300,ECDH-P384,True
evt_004670,2026-06-30T21:44:14.121813+05:30,cust_0041,tls_session,IN,dev_9F3374CE,13951,ML-KEM-768,True
